id|longitude|latitude|tipogeo|uf|municipio|cod_ibge|nome|end_orig|num_orig|compl_orig|bairro_orig|cep_orig|tipo_logradouro|nome_logradouro|km|num_logradouro|compl_logradouro|bairro|cep|nome_resp|ddd_telefone1|telefone1|ddd_fax|fax|email|site|esfera_adm|tipo_esfera|cnpj|sniic_n1|sniic_n2|sniic_n3|cod_censo_fgv|segunda|terca|quarta|quinta|sexta|sabado|domingo|manha|tarde|noite|acesso_usuario_internet|qt_emprestimos_domiciliares|qt_livros_acervo
4531|-56.831736|-11.301147|3|MT|Tabaporã|5107941|Biblioteca Pública Municipal de Tabaporã Dra. Andréia de C. P. Furtado|Av. Comendador José Pedro Dias| | |Centro|78563-000|AV|COMENDADOR JOSE PEDRO DIAS| | | |CENTRO|78563-000|Miriam Lúcia Gonsalves|66|3557-1611| | | | |Pública|Municipal| |1|1.2|1.2.1|4695|1|1|1|1|1|0|0|1|1|0|Sim|540|2394
4532|-57.473088|-14.614479|1|MT|Tangará da Serra|5107958|Biblioteca Pública Municipal Viviane Costa dos Santos Ferro|Av. Brasil|377| |Centro|78300-000|AV|BRASIL| |377| |CENTRO|78300-000|Silva Sampaio|65|3311-5131| | |biblioteca@tangaradaserra.mt.gov.br| |Pública|Municipal| |1|1.2|1.2.1|2795|1|0|1|1|1|0|0|1|1|0|Sim|800|7000
4533|-56.51832|-12.695429|3|MT|Tapurah|5108006|Biblioteca Pública Municipal de Tapurah|Av. das Flores|1210| |Centro|78573-000|AV|DAS FLORES| |1210| |CENTRO|78573-000|Ângela Maria Baneagani -  Baumgart|66|3547-1178| | | | |Pública|Municipal| |1|1.2|1.2.1|3022|1|1|1|1|1|0|0|1|1|0|Sim|1300|4700
4534|-53.559516|-16.081369|3|MT|Tesouro|5108105|Biblioteca Pública Municipal de Tesouro|R. Humberto Marcílio| | |Centro|78775-000|R|HUMBERTO MARCILIO| | | |CENTRO|78775-000|Solange Morais| | | | | | |Pública|Municipal| |1|1.2|1.2.1|2783|1|1|1|1|1|0|0|1|1|0|Não|10|2000
4535|-52.557576|-16.201031|3|MT|Torixoréu|5108204|Biblioteca Pública Municipal Professor Pedro Arbues|R. 15 Novembro| | |Centro|78695-000|R|15 NOVEMBRO| | | |CENTRO|78695-000|Mauricim Amaro|66|9991-8554| | | | |Pública|Municipal| |1|1.2|1.2.1|3010|1|1|1|1|1|0|0|1|1|0|Não|15|4500
4536|-54.36212|-11.531189|3|MT|União do Sul|5108303|Biblioteca Pública Municipal União do Sul|R. Joaçubi|46| |Centro|78543-000|R|JOACUBI| |46| |CENTRO|78543-000|Terezinha Soberai|66|3540-1125| | | | |Pública|Municipal| |1|1.2|1.2.1|3004|1|1|1|1|1|1|0|1|1|1|Sim|15|8000
4537|-59.068832|-15.286396|3|MT|Vale de São Domingos|5108352|Biblioteca Pública Municipal Professor Sílvio Antônio Dias|Av. Tancredo Neves| | |Centro|78253-000|AV|TANCREDO NEVES| | | |CENTRO|78253-000|Andréia Vidal de Negueiro Silva|65|3268-1010| | | | |Pública|Municipal| |1|1.2|1.2.1|2741|1|1|1|1|1|0|0|1|1|1|Não|8|2000
4538|-56.159804|-15.657255|2|MT|Várzea Grande|5108402|Biblioteca Pública Municipal Maria da Glória Freire|Av. Felinto Miller|946| |Centro|78110-000|AV|FELINTO MILLER| |946| |CENTRO|78110-000|Maria Odete Sarat Pereira|65|3688-3636| | |biblioteca-central.vg.@hotmail.com| |Pública|Municipal| |1|1.2|1.2.1|3013|1|1|1|1|1|0|0|1|1|0|Sim|300|9850
4539|-55.304984|-12.302074|3|MT|Vera|5108501|Biblioteca Pública Municipal Nilza de Oliveira Pepino|Av. Caracol|1818| |Sol Nascente|78880-000|AV|CARACOL| |1818| |SOL NASCENTE|78880-000|Maria Edileuza de S Dias|66|3583-2334| | | | |Pública|Municipal| |1|1.2|1.2.1|2786|1|1|1|1|1|0|0|1|1|0|Não|30|5500
4540|-51.119056|-10.014076|3|MT|Vila Rica|5108600|Biblioteca Pública Municipal Antídia Coutinho|Av. Perimetral Leste| | |Boa Vista|78645-000|AV|PERIMETRAL LESTE| | | |BOA VISTA|78645-000|Wanderlei Betania Junker|66|3554-1309|66|3554-1111| | |Pública|Municipal| |1|1.2|1.2.1|2756|1|1|1|1|1|0|0|1|1|0|Não|40|4089
4541|-55.406548|-10.312397|3|MT|Nova Guarita|5108808|Biblioteca Pública Municipal Dom Canísio Klaus|Av. dos Migrantes| | |Centro|78508-000|AV|DOS MIGRANTES| | | |CENTRO|78508-000|Altivia da Silva|66|3574-1412| | | | |Pública|Municipal| |1|1.2|1.2.1|4697|1|1|1|1|1|0|0|1|1|0|Não|50|1700
4542|-56.970076|-14.357179|3|MT|Nova Marilândia|5108857|Biblioteca Pública Municipal Angelina da Silva|R. Acre| | |Centro|78415-000|R|ACRE| | | |CENTRO|78415-000|Maria de Lurdes Dalfior de Oliveira| | | | |biblioteca.n.m@hotmail.com| |Pública|Municipal| |1|1.2|1.2.1|2760|1|1|1|1|1|0|0|1|1|1|Sim|Não Informou|4000
4543|-57.091272|-13.014029|3|MT|Nova Maringá|5108907|Biblioteca Pública Municipal Solange Félix da Silva|R. Eugênio Braga|3| |Jardim Europa|78445-000|R|EUGENIO BRAGA| |3| |JARDIM EUROPA|78445-000|João Braga Neto|66|3537-1509| | |Educar_novamaringa@hotmail.com| |Pública|Municipal| |1|1.2|1.2.1|2772|1|1|1|1|1|1|0|1|1|0|Sim|300|2000
4544|-57.526552|-10.000382|3|MT|Nova Monte Verde|5108956|Biblioteca Pública Municipal Osvaldo Lores Failde|R. Manuel Rodrigues de Souza| | |Centro|78593-000|R|MANUEL RODRIGUES DE SOUZA| | | |CENTRO|78593-000|Sérgio Luiz Panerari| | | | | | |Pública|Municipal| |1|1.2|1.2.1|2738|1|1|1|1|1|0|0|1|1|0|Não|104| 
4545|-49.43556|-16.762134|2|GO|Abadia de Goiás|5200050|Biblioteca Pública Municipal Eisenhower Pinheiro Lana|Av. Comercial| |Qd-06 Lt-07|Centro|75345-000|AV|COMERCIAL| | |QD-06 LT-07|CENTRO|75345-000|Maria Auxiliadora Viera Lana|62|3503-1716|62|3503-1105|biblioteca_nabaia@hotmail.com| |Pública|Municipal| |1|1.2|1.2.1|4610|1|1|1|1|1|0|0|1|1|0|Sim|40|6000
4546|-48.707616|-16.192531|1|GO|Abadiânia|5200100|Biblioteca Pública Municipal Frei Matheus Rocha|Av. Geraldo Rodrigues dos Santos| | |Centro|72940-000|AV|GERALDO RODRIGUES DOS SANTOS| | | |CENTRO|72940-000|Luana de Oliveira Almada|62|3343-2285|62|3343-1334| | |Pública|Municipal| |1|1.2|1.2.1|1219|1|1|1|1|1|0|0|1|1|0|Não|100|6000
4547|-50.375408|-17.398098|2|GO|Acreúna|5200134|Biblioteca Jerônimo Martins Marquez|R. Jordelina do Carmo Arantes|86| |Serra Dourada|75960-000|R|JORDELINA DO CARMO ARANTES| |86| |SERRA DOURADA|75960-000|Ruiter Fernandes Barbosa|64|3645-8009| | | | |Pública|Municipal| |1|1.2|1.2.1|1259|1|1|1|1|1|0|0|1|1|0|Não|100|12000
4548|-47.784716|-14.982265|2|GO|Água Fria de Goiás|5200175|Biblioteca Pública Municipal de Água Fria de Goiás|Av. João Orivê Rodrigues| |Qd 32, Lt 01|Centro|73780-000|AV|JOAO ORIVE RODRIGUES| | |QD 32 LT 01|CENTRO|73780-000|Antônio Carlos Vieira|62|3464-1138|62|3464-1140| | |Pública|Municipal| |1|1.2|1.2.1|1217|1|1|1|1|1|0|0|1|1|0|Não|Não Informou|6345
4549|-48.235488|-15.771935|2|GO|Águas Lindas de Goiás|5200258|Biblioteca Pública Municipal Cora Coralina|Qd 31| | Lt 1A|Setor 2|72910-000|Q|31| | |LT 1A|SETOR 2|72910-000|Maria do Socorro da Silva|61|9622-7465| | | | |Pública|Municipal| |1|1.2|1.2.1|1218|1|1|1|1|1|0|0|1|1|0|Não|Não Informou| 
4550|-48.490448|-16.080092|1|GO|Alexânia|5200308|Biblioteca Pública Municipal de Alexânia|Av. Nelson Santos| | |Centro|72920-000|AV|NELSON SANTOS| | | |CENTRO|72920-000|Nilma Arruda de Siqueira|62|3336-1113|62|3336-1113| | |Pública|Municipal| |1|1.2|1.2.1|1282|1|1|1|1|1|0|0|1|1|1|Não|20|20000
4551|-49.3376|-14.194664|2|GO|Alto Horizonte|5200555|Biblioteca Pública Municipal de Alto Horizonte|R. Ribeiro Otoni|62| |Bela Vista|76560-000|R|RIBEIRO OTONI| |62| |BELA VISTA|76560-000|Joanila Francisca dos Santos|62|3383-3235| | | | |Pública|Municipal| |1|1.2|1.2.1|1207|1|1|1|1|1|0|0|1|1|0|Não|15|2600
4552|-47.519016|-14.133912|2|GO|Alto Paraíso de Goiás|5200605|Biblioteca Pública Municipal Professora Maria da Costa Pires|R. Lorino Barbosa| | |Centro|73770-000|R|LORINO BARBOSA| | | |CENTRO|73770-000|Maricélia Paulino|62|3446-1311| | | | |Pública|Municipal| |1|1.2|1.2.1|4608|1|1|1|1|1|0|0|1|1|0|Não|150|25000
4553|-46.49352|-14.480932|2|GO|Alvorada do Norte|5200803|Biblioteca Pública Municipal Cultura Viva|R. da Consolação| | |Centro|73950-000|R|DA CONSOLACAO| | | |CENTRO|73950-000|Marta Maria Soares Donato|62|3421-1618|62|3421-1618| | |Pública|Municipal| |1|1.2|1.2.1|1189|1|1|1|1|1|0|0|1|1|0|Não|30|2000
4554|-49.297392|-13.928184|2|GO|Amaralina|5200829|Biblioteca Pública Municipal Cora Coralina|R. Assembleia de Deus| | |Centro|76493-000|R|ASSEMBLEIA DE DEUS| | | |CENTRO|76493-000|Amira Marcílio de Oliveira|62|3384-3140| | | | |Pública|Municipal| |1|1.2|1.2.1|1206|1|1|1|1|1|0|0|1|1|0|Sim|100|7000
4555|-49.984212|-16.257424|2|GO|Americano do Brasil|5200852|Biblioteca Pública Municipal Americano do Brasil|Av. Goiás|720| |Centro|76165-000|AV|GOIAS| |720| |CENTRO|76165-000|Maria de Fátima Rodrigues dos Santos|64|3504-1772|64|3504-1414| | |Pública|Municipal| |1|1.2|1.2.1|1287|1|1|1|1|1|0|0|1|1|0|Não|100|200
4556|-51.094668|-16.622787|2|GO|Amorinópolis|5200902|Biblioteca Pública Municipal Professor Dinamérico Correa Guimarães|R. São Paulo|252| |Centro|76140-000|R|SAO PAULO| |252| |CENTRO|76140-000|Maria Aparecida de Oliveira Souza|64|3677-1151|64|3677-1217| | |Pública|Municipal| |1|1.2|1.2.1|1292|1|1|1|1|1|0|0|1|1|0|Não|60|1108
4557|-48.948672|-16.334443|2|GO|Anápolis|5201108|Biblioteca Pública Municipal Zeca Batista|Av. José João|251| |Centro|75000-000|AV|JOSE JOAO| |251| |CENTRO|75000-000|Naialina Fernandes| | | | |bibliotecazecabatista@blogspot.com| |Pública|Municipal| |1|1.2|1.2.1|1242|1|1|1|1|1|0|0|1|1|1|Sim|487|56000
4558|-48.218812|-18.33256|2|GO|Anhanguera|5201207|Biblioteca Pública Municipal Eurípedes Monteiro de Oliveira|R. Belchio de Godoy| | |Centro|75770-000|R|BELCHIO DE GODOY| | | |CENTRO|75770-000|Marly Honório do Nascimento de Lima|64|3469-1140| | | | |Pública|Municipal| |1|1.2|1.2.1|4728|1|1|1|1|1|0|0|1|1|0|Sim|40|4000
4559|-49.963376|-16.459767|2|GO|Anicuns|5201306|Biblioteca Pública Municipal José de Sena Chard|Av. Tocantins| | |Centro|76170-000|AV|TOCANTINS| | | |CENTRO|76170-000|Madalena Silva|64|3564-1539| | | | |Pública|Municipal| |1|1.2|1.2.1|1286|1|1|1|1|1|0|0|1|1|0|Não|8|6511
4560|-49.305992|-16.819252|2|GO|Aparecida de Goiânia|5201405|Biblioteca Pública Municipal Manoel Antônio do Carmo|Av. Benedito Silvestre Toledo| | |Independência|74900-000|AV|BENEDITO SILVESTRE TOLEDO| | | |INDEPENDENCIA|74900-000|Joice Pereira de Melo|62|3537-3697| | | | |Pública|Municipal| |1|1.2|1.2.1|1317|1|1|1|1|1|0|0|1|1|0|Não|10|3300
4561|-49.311772|-16.799544|2|GO|Aparecida de Goiânia|5201405|Biblioteca Pública Municipal Ursulino Tavares Leão|Av. das Nações| |Qd-14 Lt-01|Setor Vera Cruz|74976-480|AV|DAS NACOES| | |QD-14 LT-01|SETOR VERA CRUZ|74976-480|Maria Madalena de Souza|62|3548-4809| | |bibliotecaaparecida@gmail.com| |Pública|Municipal| |1|1.2|1.2.1|1318|1|1|1|1|1|0|0|1|1|1|Sim|500|6000
4562|-51.148568|-18.296288|2|GO|Aparecida do Rio Doce|5201454|Biblioteca Pública Municipal Firmino Barbosa Franco|R. Belmiro Nogueira da Silva| | |Centro|75827-000|R|BELMIRO NOGUEIRA DA SILVA| | | |CENTRO|75827-000|Walter Lázaro da Silva|64|3637-1106|64|3637-1115| | |Pública|Municipal| |1|1.2|1.2.1|4620|1|1|1|1|1|0|0|1|1|0|Não|30|1500
4563|-51.926456|-18.963706|2|GO|Aporé|5201504|Biblioteca Pública Municipal Beija-Flor|Av. João Nunes|356| |Centro|75825-000|AV|JOAO NUNES| |356| |CENTRO|75825-000|Valdete Pereira da Silva Souza|64|3644-1181|64|3644-1181| | |Pública|Municipal| |1|1.2|1.2.1|4612|1|1|1|1|1|0|0|1|1|0|Não|10|2500
4564|-49.68068|-16.357286|2|GO|Araçu|5201603|Biblioteca Pública Municipal Professora Eunice Soyer Borges|R. João Elias Medeiros| | |Centro|75410-000|R|JOAO ELIAS MEDEIROS| | | |CENTRO|75410-000|Creuzita Tavares| | | | | | |Pública|Municipal| |1|1.2|1.2.1|1241|1|1|1|1|1|0|0|1|1|1|Sim|30|1750
4565|-52.24184|-15.903308|2|GO|Aragarças|5201702|Biblioteca Pública Municipal Jandira Ramos Cardoso|Pç. Bruno Pereira Valoes| | |Aeroporto|76240-000|PCA|BRUNO PEREIRA VALOES| | | |AEROPORTO|76240-000|Márcia Cristina Ferreira Santos|64|3638-3031|64|3638-3031| | |Pública|Municipal| |1|1.2|1.2.1|1169|1|1|1|1|1|0|0|1|1|0|Sim|200|7000
4566|-49.450416|-16.912722|2|GO|Aragoiânia|5201801|Biblioteca Pública Municipal Manoel Alves Celes|Av. Goiás|604| |Centro|75360-000|AV|GOIAS| |604| |CENTRO|75360-000|Mábio João Santana|62|3550-2263|62|3550-2263| | |Pública|Municipal| |1|1.2|1.2.1|4611|1|1|1|1|1|0|0|1|1|0|Não|Não Informou|7000
4567|-50.632404|-15.094168|2|GO|Araguapaz|5202155|Biblioteca Pública Municipal de Araguapaz|R. Bahia|349| |Centro|76720-000|R|BAHIA| |349| |CENTRO|76720-000|Meres Neusa dos Anjos Ferreira|62|3380-1198|62|3380-1264| | |Pública|Municipal| |1|1.2|1.2.1|1331|1|1|1|1|1|0|0|1|1|0|Não|15|1600
4568|-51.563152|-16.384832|2|GO|Arenópolis|5202353|Biblioteca Pública Municipal Professor Hugo Girardin|Pç. Inácio de Melo| | |Centro|76235-000|PCA|INACIO DE MELO| | | |CENTRO|76235-000|Dalmi Fonseca de Sousa|64|3667-1216|64|3667-1216| | |Pública|Municipal| |1|1.2|1.2.1|1170|1|1|1|1|1|0|0|1|1|0|Não|50|4800
4569|-51.084132|-14.924374|2|GO|Aruanã|5202502|Biblioteca Pública Municipal de Aruanã|Largo São José|247| |Centro|76710-000|LRG|SAO JOSE| |247| |CENTRO|76710-000|Denise Ferreira Fernandes Pinheiro|62|3376-1595| | | | |Pública|Municipal| |1|1.2|1.2.1|1222|1|1|1|1|1|0|0|1|1|0|Não|20|2197
4570|-50.466344|-16.679146|2|GO|Aurilândia|5202601|Biblioteca Pública Municipal Professor José Barbosa de Medeiros|R. Cap.  João Gomes Porto|360| |Centro|76120-000|R|CAP  JOAO GOMES PORTO| |360| |CENTRO|76120-000|Regina Célia da Silva Teixeira|64|3684-1212|64|3684-1212| | |Pública|Municipal| |1|1.2|1.2.1|1285|1|1|1|1|1|0|0|1|1|0|Não|10|536
4571|-48.918776|-14.969455|2|GO|Barro Alto|5203203|Biblioteca Pública Municipal Dona Maria Divina da Silva|R. São Paulo| | |Centro|76390-000|R|SAO PAULO| | | |CENTRO|76390-000|Regina Gomes de Brito|62|3347-6337| | | | |Pública|Municipal| |1|1.2|1.2.1|1237|1|1|1|1|1|0|0|1|1|0|Não|9999|3000
4572|-48.953704|-16.97471|1|GO|Bela Vista de Goiás|5203302|Biblioteca Pública Municipal de Bela Vista de Goiás|R. Coronel João Camilo|338| |Centro|75240-000|R|CORONEL JOAO CAMILO| |338| |CENTRO|75240-000|Camila de Carvalho Pereira Bueno|62|3551-7053| | | | |Pública|Municipal| |1|1.2|1.2.1|1314|1|1|1|1|1|0|0|1|1|0|Não|100|5000
4573|-52.173712|-16.200148|2|GO|Bom Jardim de Goiás|5203401|Biblioteca Pública Municipal Professora Alacir Alcântara|R. Maria Antunes Teixeira| | |Centro|76245-000|R|MARIA ANTUNES TEIXEIRA| | | |CENTRO|76245-000|Roberto Costa de Menezes|64|3657-1390|64|3657-1390| | |Pública|Municipal| |1|1.2|1.2.1|1171|1|1|1|1|1|0|0|1|1|1|Não|90|9300
4574|-49.734896|-18.216348|2|GO|Bom Jesus de Goiás|5203500|Biblioteca Pública Municipal Maria Cassiano dos Santos|Pç. do Estudante| | |Centro|75570-000|PCA|DO ESTUDANTE| | | |CENTRO|75570-000|Irene Dias Nunes|64|3608-6070| | |bibliotecabomjesus@gov.br| |Pública|Municipal| |1|1.2|1.2.1|1297|1|1|1|1|1|1|0|1|1|0|Sim|200|5000
4575|-48.963052|-16.619445|2|GO|Bonfinópolis|5203559|Biblioteca Pública Municipal Esaú do Carmo|Av. 01|26|Q. 17 Lote 8|Centro|75195-000|AV|01| |26|Q 17 LOTE 8|CENTRO|75195-000|Wesley Alves| | | | | | |Pública|Municipal| |1|1.2|1.2.1|1223|1|1|1|1|1|0|0|1|1|0|Não|50|2000
4576|-49.832632|-13.650647|2|GO|Bonópolis|5203575|Biblioteca Pública Municipal Maria das Graças Afra Borges|Av. Amazonas| | |Centro|76555-000|AV|AMAZONAS| | | |CENTRO|76555-000|Luciana Ribeiro dos Santos Borges|62|3393-1285| | | | |Pública|Municipal| |1|1.2|1.2.1|1205|1|1|1|1|1|0|0|1|1|1|Não|200|2500
4577|-49.388056|-16.431002|2|GO|Brazabrantes|5203609|Biblioteca Pública Municipal José Mendonça Telles|R. 9| | |Esplanada|75440-000|R|9| | | |ESPLANADA|75440-000|Benedito Alves Batista|62|3529-1255| | | | |Pública|Municipal| |1|1.2|1.2.1|1240|1|1|1|1|1|1|0|1|1|0|Não|Não Informou|680
4578|-51.162824|-15.243405|2|GO|Britânia|5203807|Biblioteca Pública Municipal de Britânia|Av. Brasília|365| |Centro|76280-000|AV|BRASILIA| |365| |CENTRO|76280-000|Marcilene Canielo|62|3383-1401|62|3383-1461| | |Pública|Municipal| |1|1.2|1.2.1|1332|1|1|1|1|1|0|0|1|1|1|Não|20|1132
4579|-49.043816|-18.133362|2|GO|Buriti Alegre|5203906|Biblioteca Pública Municipal Professora Ales Oliveira Ataídes|Pç. Agnaldo Nunes| | |Centro|75660-000|PCA|AGNALDO NUNES| | | |CENTRO|75660-000|Ângela Maria da Silva| | | | | | |Pública|Municipal| |1|1.2|1.2.1|1298|1|1|1|1|1|0|0|1|1|0|Não|120|4000
4580|-50.431348|-16.181829|2|GO|Buriti de Goiás|5203939|Biblioteca Pública Municipal Caminho do Saber|R. 21 de Abril| | |Centro|76152-000|R|21 DE ABRIL| | | |CENTRO|76152-000|Ângela Maria Silva Alves|64|3699-1252| | | | |Pública|Municipal| |1|1.2|1.2.1|1284|1|1|1|1|1|0|0|1|1|0|Não|5|1000
4581|-46.431508|-14.457766|2|GO|Buritinópolis|5203962|Biblioteca Pública Municipal Cora Coralina|Av. Buriti| | |Centro|73975-000|AV|BURITI| | | |CENTRO|73975-000|Manoel Ribeiro da Silva|61|3406-1106| | | | |Pública|Municipal| |1|1.2|1.2.1|1191|1|1|1|1|1|0|0|1|1|0|Não|20|2000
4582|-50.943736|-18.757788|2|GO|Cachoeira Alta|5204102|Biblioteca Pública Municipal Professora Nice Eneida de Moraes|Pç. João Teixeira Rodrigues| | |Centro|75870-000|PCA|JOAO TEIXEIRA RODRIGUES| | | |CENTRO|75870-000|Djenane Carlos Moura Vieira|64|3654-1280|64|3654-1550| | |Pública|Municipal| |1|1.2|1.2.1|1281|1|1|1|1|1|0|0|1|1|0|Não|15|3000
4583|-50.64408|-16.666906|2|GO|Cachoeira de Goiás|5204201|Biblioteca Pública Municipal Adanair Alves de Rezende|R. 6|115| |Centro|76125-000|R|6| |115| |CENTRO|76125-000|Neuza Natália da Silva|64|3676-1122|64|3676-1122| | |Pública|Municipal| |1|1.2|1.2.1|1291|1|1|1|1|1|0|0|1|1|0|Não|20|2500
4584|-49.477064|-18.486351|3|GO|Cachoeira Dourada|5204250|Biblioteca Pública Municipal Crimália Terezinha Lopes|Av. Brasil|968| |Centro|75560-000|AV|BRASIL| |968| |CENTRO|75560-000|Dinair Rita Silva|64|3434-9727| | | | |Pública|Municipal| |1|1.2|1.2.1|1299|1|1|1|1|1|0|0|1|1|1|Não|50|2000
4585|-51.130896|-18.561066|2|GO|Caçu|5204300|Biblioteca Pública Municipal Lazinho Pintado|Pç. Bianor Vicente de Souza| | |Centro|75813-000|PCA|BIANOR VICENTE DE SOUZA| | | |CENTRO|75813-000|Alcides Ranes Maia|64|3656-6012|64|3656-6017| | |Pública|Municipal| |1|1.2|1.2.1|1302|1|1|1|1|1|0|0|1|1|1|Não|60|5000
4586|-51.811008|-16.963664|2|GO|Caiapônia|5204409|Biblioteca Pública Municipal Sebastião Pereira da Silva|Av. Lindolfo Alves Dias| | |Centro|75850-000|AV|LINDOLFO ALVES DIAS| | | |CENTRO|75850-000|Leocádia Maria de Andrade|64|3663-1025|64|3663-1025| | |Pública|Municipal| |1|1.2|1.2.1|1312|1|1|1|1|1|0|0|1|1|0|Não|Não Informou|10000
4587|-48.631616|-17.749076|2|GO|Caldas Novas|5204508|Biblioteca Pública Municipal Professor Josino Ferreira Brito|Centro de Assitência Municipal (CAM)| | |Centro|75690-000| |CENTRO DE ASSITENCIA MUNICIPAL (CAM)| | | |CENTRO|75690-000|Cristiano da Silva Santos|64|3454-3521| | | | |Pública|Municipal| |1|1.2|1.2.1|1300|1|1|1|1|1|0|0|1|1|0|Não|75|23000
4588|-49.003148|-16.713259|2|GO|Caldazinha|5204557|Centro Educacional Municipal Criança Esperança|Av. Bernardo Sayão| |Qd 24|Centro|75249-970|AV|BERNARDO SAYAO| | |QD 24|CENTRO|75249-970|Maria de Jesus Araújo|62|3561-1222| | | | |Pública|Municipal| |1|1.2|1.2.1|4429|1|1|1|1|1|0|0|1|1|1|Não|50|2000
4589|-49.694544|-16.761451|2|GO|Campestre de Goiás|5204607|Biblioteca Pública Municipal Professor Manuel Maia|Av. São João| | |Centro|75385-000|AV|SAO JOAO| | | |CENTRO|75385-000|Shirley Rodrigues Caetano Rocha|62|3557-1582|62|3557-1582|bibliopmm@hotmail.com| |Pública|Municipal| |1|1.2|1.2.1|1323|1|1|1|1|1|0|0|1|1|1|Sim|150|1600
4590|-48.567856|-13.789686|2|GO|Campinaçu|5204656|Biblioteca Pública Municipal de Campinaçu|Av. 17 de Setembro|18| |Centro|76440-000|AV|17 DE SETEMBRO| |18| |CENTRO|76440-000|Noverlina Correia Miranda|62|3377-3248| | | | |Pública|Municipal| |1|1.2|1.2.1|1184|1|1|1|1|1|0|0|1|1|0|Não|3|1800
4591|-49.151772|-14.313176|2|GO|Campinorte|5204706|Biblioteca Pública Municipal Marcos Vinicius da Silva Salgado|Av. Maranhão| | Qd-33, Lote-11|Centro|76410-000|AV|MARANHAO| | |QD-33 LOTE-11|CENTRO|76410-000|Rosilda Francisca dos Santos|62|3347-3178|62|9699-4819| | |Pública|Municipal| |1|1.2|1.2.1|1185|1|1|1|1|1|0|0|1|1|0|Não|180|5600
4592|-47.778512|-17.634044|2|GO|Campo Alegre de Goiás|5204805|Biblioteca Pública Municipal Benedita Lisboa Castro|Pç. Coronel João Vaz| | |Centro|75795-000|PCA|CORONEL JOAO VAZ| | | |CENTRO|75795-000|Maria Elizia da Costa Soares|64|3696-1464| | | | |Pública|Municipal| |1|1.2|1.2.1|1180|1|1|1|1|1|0|0|1|1|0|Não|20|2000
4593|-49.699428|-15.357229|2|GO|Carmo do Rio Verde|5205000|Biblioteca Pública Municipal de Carmo do Rio Verde|Av. Coronel José Teodoro|53| |Centro|76340-000|AV|CORONEL JOSE TEODORO| |53| |CENTRO|76340-000|Maria do Carmo Moreira Martins|62|3337-6896| | | | |Pública|Municipal| |1|1.2|1.2.1|1236|1|1|1|1|1|0|0|1|1|0|Não|20|1650
4594|-47.94812|-18.167362|2|GO|Catalão|5205109|Biblioteca Pública Municipal Doutor Luiz Alcântara de Oliveira|Av. 20 de Agosto|1900| |Centro|75701-010|AV|20 DE AGOSTO| |1900| |CENTRO|75701-010|Antônio Lourival Pereira de Almeida|62|3442-3998|62|3411-7312| | |Pública|Municipal| |1|1.2|1.2.1|1179|1|1|1|1|1|0|0|1|1|0|Não|400|15000
4595|-47.44526|-13.790071|2|GO|Cavalcante|5205307|Biblioteca Pública Municipal Padre Geraldo|R. 13| | Qd. 45, Lt. 510|Cavalcantinho|73790-000|R|13| | |QD 45 LT 510|CAVALCANTINHO|73790-000|Bruna Vieira da Silva|62|3494-1270|62|3494-1131| | |Pública|Municipal| |1|1.2|1.2.1|1293|1|1|1|1|1|1|0|1|1|1|Sim|100| 
4596|-49.603596|-15.310098|2|GO|Ceres|5205406|Biblioteca Pública Municipal Joel da Silva Morais|Pç. Cívica| | |Centro|76300-000|PCA|CIVICA| | | |CENTRO|76300-000|Carlos Timóteo de Lima|62|3307-2070|62|3307-2070| | |Pública|Municipal| |1|1.2|1.2.1|1235|1|1|1|1|1|0|0|1|1|1|Sim|Não Informou|4100
4597|-49.775108|-16.971428|2|GO|Cezarina|5205455|Biblioteca Pública Municipal Érico Ramos de Oliveira|R. 6| | Qd 17|Vila Calândia|76195-000|R|6| | |QD 17|VILA CALANDIA|76195-000|Gustavo Henrique de Araújo Souza| | | | | | |Pública|Municipal| |1|1.2|1.2.1|1258|1|1|1|1|1|0|0|1|1|0|Não|9999|2000
4598|-52.564488|-18.424896|2|GO|Chapadão do Céu|5205471|Biblioteca Pública Municipal Alberto Rodrigues da Cunha|Av. Ema| | Qd-52|Centro|72828-000|AV|EMA| | |QD-52|CENTRO|72828-000|Maria Salete Fich Gomes|64|3634-1228|64|3634-1228| | |Pública|Municipal| |1|1.2|1.2.1|4613|1|1|1|1|1|0|0|1|1|1|Sim|120|2300
4599|-47.938892|-16.114101|2|GO|Cidade Ocidental|5205497|Biblioteca Pública Municipal José Sarney|SQ 13| |Qd 4 Lt 3|Centro|72880-000| |SQ 13| | |QD 4 LT 3|CENTRO|72880-000|Nilton Klebert Carvalho dos Santos| | | | |franciscoporto@gmail.com| |Pública|Municipal| |1|1.2|1.2.1|1280|1|1|1|1|1|0|0|1|1|0|Sim|15|14000
4600|-48.770468|-15.779947|2|GO|Cocalzinho de Goiás|5205513|Biblioteca Pública Municipal Dona Agnes Chagas|Av. 3 de Julho| |Qd 04, Lt 18|Centro|72975-000|AV|3 DE JULHO| | |QD 04 LT 18|CENTRO|72975-000|Magda Conceição de Oliveira|62|3339-1043|62|3339-1120| | |Pública|Municipal| |1|1.2|1.2.1|1279|1|1|1|1|1|0|0|1|1|0|Não|40|3107
